,fis_dp,fis_eqop,feature
0,0.9982416464518534,0.9990667351951641,10.0
1,0.7878631720432637,0.7299104196581455,2.0
2,0.9999176564086715,0.9967655910937716,10.0
3,0.9984203776144788,0.9972801892553159,10.0
4,0.989687462921215,0.9922822594673831,10.0
5,0.9999174716562491,0.9997362107733991,10.0
6,0.9858684966727163,0.9931290567803053,10.0
7,0.9993867391953357,0.9981089814527909,10.0
8,0.9997844505220311,0.9990555015037582,10.0
9,0.9795244011072664,0.9935339641998666,10.0
